rms,kurtosis,skewness,pico,fator_crista,freq_dominante,energia_baixa,energia_media,energia_alta,classe,tipo_falha,severidade,arquivo
0.07598206978887359,-0.24366426455323964,-0.16297611297662787,0.21779446153846155,2.86639284579893,1066.40625,243.20997706264788,210.02543135793286,32.7735791650922,Normal,Normal,0,1797_Normal.npz
0.07042541906384667,0.1848167461293997,-0.10738599654510499,0.27286892307692306,3.8745800354000886,1031.25,234.36319420361144,194.93226355917028,44.21186783055566,Normal,Normal,0,1797_Normal.npz
0.07837652188672735,-0.3761819424171917,0.050328591535353864,0.21237046153846154,2.7096183417583313,1031.25,217.60697688770554,220.9616436904256,34.51852022691085,Normal,Normal,0,1797_Normal.npz
0.07968805697512973,-0.03456397993492377,-0.16358766483963788,0.22676492307692306,2.8456575727919877,1031.25,276.99793770555317,215.09868741874462,26.413368501524495,Normal,Normal,0,1797_Normal.npz
0.07610356190864566,-0.32160850302120636,-0.028447951619009832,0.18858830769230767,2.4780483687594455,1031.25,239.573521914126,224.6634554825689,33.51306481087701,Normal,Normal,0,1797_Normal.npz
0.07252896352143288,-0.10576516661866409,0.08260419112081219,0.21925476923076925,3.022996031973877,1031.25,213.60527838547065,213.46971923456783,31.088732685648075,Normal,Normal,0,1797_Normal.npz
0.07345043895379759,-0.24875088037395976,-0.12292413525534575,0.2492953846153846,3.394062551931,1066.40625,233.6044111734095,210.18318879118016,26.23351546941246,Normal,Normal,0,1797_Normal.npz
0.07392548327002989,0.10201913274452279,-0.17104518322077514,0.24741784615384615,3.346854628131546,1066.40625,210.8386456845297,220.53968320452034,30.856557161344735,Normal,Normal,0,1797_Normal.npz
0.0723588967583108,-0.08259763162678624,-0.08765575663726864,0.2207150769230769,3.0502825016150954,1031.25,224.07346683058643,213.7900444533662,25.935196421568747,Normal,Normal,0,1797_Normal.npz
0.07186395937078874,-0.329761091924468,-0.0794872792038894,0.22467876923076924,3.1264457300337964,1031.25,216.26101977969782,198.29227829243152,25.890790307187466,Normal,Normal,0,1797_Normal.npz
0.06910701682584539,-0.054008365212831144,-0.03388952363555831,0.19150892307692308,2.771193600823776,1031.25,211.38114962853192,199.6206409006456,25.36560155131172,Normal,Normal,0,1797_Normal.npz
0.07605890121182107,-0.15939398205709265,-0.23094578050899897,0.208824,2.7455563569591637,1066.40625,212.12326944339807,217.81869913372822,31.055301654274942,Normal,Normal,0,1797_Normal.npz
0.06937648531228627,-0.3699572696798801,-0.08205740645294042,0.19046584615384615,2.745394855648244,1031.25,251.34589892271234,199.81782610935304,30.03839438475555,Normal,Normal,0,1797_Normal.npz
0.07388620487741605,-0.0635615335482469,-0.12427895897404928,0.23677846153846152,3.204636936094294,1066.40625,224.25249685209408,231.65175038178376,34.6107317058713,Normal,Normal,0,1797_Normal.npz
0.07198112848591219,-0.32458747148536427,-0.02171727089608181,0.19818461538461538,2.753285746945112,1031.25,225.58055378795822,212.71216423999306,32.31826483577623,Normal,Normal,0,1797_Normal.npz
0.07289344943627099,-0.2593787689564504,-0.07140773514511008,0.21967199999999998,3.0136041221467176,1066.40625,230.6218009635458,206.9705006524278,30.535771496612583,Normal,Normal,0,1797_Normal.npz
0.07283501336319548,-0.37845602587611493,-0.13680008112662945,0.1869193846153846,2.5663396727432133,1031.25,223.99811273169473,213.71043072894423,27.709603765606502,Normal,Normal,0,1797_Normal.npz
0.07565844390992034,-0.41118286441857466,0.009714471975549584,0.21049292307692305,2.782147132834548,1031.25,251.22833209777073,202.7805980446007,25.144867835077616,Normal,Normal,0,1797_Normal.npz
0.07423684636441331,-0.24621424376415746,-0.131802595586161,0.2482523076923077,3.3440578299795054,1066.40625,226.16052348151666,207.80870150956764,24.558641746029878,Normal,Normal,0,1797_Normal.npz
0.0681936496188005,-0.2957418039416213,-0.042998833552754454,0.19463815384615382,2.854197636418534,1031.25,223.0895781142915,193.6736411283476,30.1707155206509,Normal,Normal,0,1797_Normal.npz
0.07924622387484445,-0.1899704817500636,-0.011745136654328416,0.23823876923076923,3.006310676788772,1066.40625,236.98625311025003,222.52554840745313,28.764015359207757,Normal,Normal,0,1797_Normal.npz
0.06960913683314106,-0.2868846757924022,-0.14530765836087842,0.19881046153846152,2.8560972064546237,1031.25,223.78581957869363,200.69262900128288,26.224851901147428,Normal,Normal,0,1797_Normal.npz
0.07572929024292949,-0.42336868877232803,-0.09636098234569578,0.21716861538461538,2.867696427646393,1031.25,249.61862755342867,199.20771222414928,28.003224716755653,Normal,Normal,0,1797_Normal.npz
0.07229720610042373,-0.20969190777912328,-0.021802342561710254,0.20861538461538462,2.88552484361646,1031.25,217.0094560404463,217.03660920961326,41.00092392978013,Normal,Normal,0,1797_Normal.npz
0.07340926710839218,-0.42897702719218866,-0.1586395802888367,0.19588984615384614,2.6684620839186355,1066.40625,238.77369811914107,217.4984877653031,30.93510657651071,Normal,Normal,0,1797_Normal.npz
0.07626229312795331,-0.1694000117284964,-0.15029856391748703,0.21842030769230766,2.864066872988387,1066.40625,235.87689500548646,217.18207618028785,31.522689511870638,Normal,Normal,0,1797_Normal.npz
0.07484852688368632,-0.5718006381894676,-0.06166400414326349,0.1990190769230769,2.6589578304788057,1031.25,241.45429841969542,204.71023608826277,31.59147049453951,Normal,Normal,0,1797_Normal.npz
0.07696086834903886,-0.35222678534219787,-0.19122823182244786,0.2090326153846154,2.7160896127754905,1066.40625,235.30362947302703,219.11268675143668,28.221727348999934,Normal,Normal,0,1797_Normal.npz
0.06989505640770802,0.4570697130644108,-0.1210441927073012,0.28663753846153844,4.1009701226856885,1042.96875,212.50823312211236,204.07247426200206,29.399286359433653,Normal,Normal,0,1797_Normal.npz
0.07165771445819899,-0.4395788142467665,-0.05126060205053809,0.21696000000000001,3.0277270401052125,1066.40625,222.597175391861,202.47079619259256,27.204302369071137,Normal,Normal,0,1797_Normal.npz
0.069745113739543,-0.22308337365865683,-0.1706722689257893,0.20527753846153846,2.9432533285959512,1031.25,229.91176920649588,198.49403088699108,40.467796107541346,Normal,Normal,0,1797_Normal.npz
0.07568244521669593,-0.47752203371763136,-0.08344364584930841,0.2207150769230769,2.9163312046735106,1066.40625,218.99977133469235,233.58898281541667,46.9365575356951,Normal,Normal,0,1797_Normal.npz
0.07086488499688975,-0.12791709927362005,-0.06603747462640408,0.22029784615384615,3.1087025097499947,1031.25,208.76471697390153,212.12906694207766,33.254445318858174,Normal,Normal,0,1797_Normal.npz
0.07253043987772911,-0.37185249384593355,-0.037849665530044485,0.19568123076923075,2.6979187059849052,1031.25,224.55905159144407,204.21537834351403,25.79972666436392,Normal,Normal,0,1797_Normal.npz
0.07557278428538994,-0.34769226194008684,-0.08203187152289206,0.22780799999999998,3.0144185086296864,1066.40625,234.38724875088798,211.9771518987556,31.751180631621278,Normal,Normal,0,1797_Normal.npz
0.0703783910209561,-0.25191361156549963,-0.0583147277116397,0.19046584615384615,2.7063114561187014,1031.25,201.04212844758246,196.50824834589386,30.645431921784986,Normal,Normal,0,1797_Normal.npz
0.0721795108182554,-0.13012048492411088,-0.07230294581053573,0.23093723076923076,3.1994845605253737,1031.25,198.66006332693897,208.752999008413,30.11725304889585,Normal,Normal,0,1797_Normal.npz
0.0750348154500358,-0.2841203088169988,-0.10788387898193808,0.24011630769230768,3.200065275461227,1042.96875,253.65392167183043,194.61489704631873,28.450518940119196,Normal,Normal,0,1797_Normal.npz
0.07260297578586072,-0.1948758517591287,0.07561852992106179,0.225096,3.1003687831456643,1031.25,240.8314962559988,195.19374490060142,28.11017945634695,Normal,Normal,0,1797_Normal.npz
0.06999075938457633,-0.3528553895984725,-0.014581294767923718,0.20632061538461538,2.947826497440447,1042.96875,221.9526506445531,200.92170175920924,28.140158884141705,Normal,Normal,0,1797_Normal.npz
0.07503524252095561,-0.14321761141306322,0.020860709045843365,0.2526332307692308,3.366860983517046,1066.40625,227.81103457341226,208.28295996001873,24.46282864284783,Normal,Normal,0,1797_Normal.npz
0.07284777169063107,-0.34298748614218333,0.036513040517686675,0.20173107692307693,2.7692141017417025,1031.25,238.1841165337669,218.87191734474817,45.36116783855278,Normal,Normal,0,1797_Normal.npz
0.07401041397017957,0.08219978012271767,0.0436384465004963,0.24866953846153847,3.3599263236892623,1066.40625,241.6671025397345,236.5007842396867,45.146439284119026,Normal,Normal,0,1797_Normal.npz
0.07316404752083948,-0.06267378784508315,-0.09356861246375275,0.2221753846153846,3.0366743207917044,1031.25,239.14091663192448,219.85689564800288,41.051449290345396,Normal,Normal,0,1797_Normal.npz
0.07238797674135602,-0.26589568224545435,0.09542302148598937,0.22467876923076924,3.1038133545736546,1066.40625,223.13886706090378,219.13534943736772,41.75738834691454,Normal,Normal,0,1797_Normal.npz
0.07799680164195362,-0.04711501571440779,0.055084714201024086,0.25367630769230765,3.252393713931708,1031.25,237.77526085604526,221.68436388380098,28.236525524469855,Normal,Normal,0,1797_Normal.npz
0.07114210903667405,-0.26400181858943395,-0.10800993236002168,0.184416,2.592220026056731,1066.40625,234.47643400586165,200.56468272040146,28.686414288912353,Normal,Normal,0,1797_Normal.npz
